id,code,name,parent_id/id,active,reconcile,user_type/id,type,child_consol_ids/id,note
account.account_account_512104,512104,CREDIT AGRICOLE,account.account_account_5121,True,False,account.data_account_type_bank,Liquidity,,
account.account_account_512400,512400,CA Dollars,account.account_account_512,True,False,account.data_account_type_cash,Regular,,
account.account_account_514000,514000,Chèques postaux,account.account_account_51,True,False,account.data_account_type_cash,Regular,,
account.account_account_515000,515000,Caisses du Trésor et des établissements publics,account.account_account_51,True,False,account.data_account_type_cash,Regular,,
account.account_account_516000,516000,Sociétés de bourse,account.account_account_51,True,False,account.data_account_type_cash,Regular,,
account.account_account_517000,517000,Autres organismes financiers,account.account_account_51,True,False,account.data_account_type_cash,Regular,,
account.account_account_518,518,Intérêts courus,account.account_account_51,True,False,account.data_account_type_view,View,,
account.account_account_518100,518100,Intérêts courus à payer,account.account_account_518,True,False,account.data_account_type_cash,Regular,,
account.account_account_518800,518800,Intérêts courus à recevoir,account.account_account_518,True,False,account.data_account_type_cash,Regular,,
account.account_account_519,519,Concours bancaires courants,account.account_account_51,True,False,account.data_account_type_view,View,,
account.account_account_519100,519100,Crédit de mobilisation de créances commerciales (CMCC),account.account_account_519,True,False,account.data_account_type_cash,Regular,,
account.account_account_519300,519300,Mobilisation de créances nées à l'étranger,account.account_account_519,True,False,account.data_account_type_cash,Regular,,
account.account_account_519800,519800,Intérêts courus sur concours bancaires courants,account.account_account_519,True,False,account.data_account_type_cash,Regular,,
account.account_account_52,52,Instruments de trésorerie,account.account_account_Classe_5,True,False,account.data_account_type_view,View,,
account.account_account_53,53,Caisse,account.account_account_Classe_5,True,False,account.data_account_type_view,View,,
account.account_account_531,531,Caisse siège social,account.account_account_53,True,False,account.data_account_type_view,View,,
account.account_account_531100,531100,Caisse en monnaie nationale,account.account_account_531,True,False,account.data_account_type_cash,Regular,,
account.account_account_531400,531400,Caisse en devises,account.account_account_531,True,False,account.data_account_type_cash,Regular,,
account.account_account_532000,532000,Caisse succursale (ou usine) A,account.account_account_53,True,False,account.data_account_type_cash,Regular,,
account.account_account_533000,533000,Caisse succursale (ou usine) B,account.account_account_53,True,False,account.data_account_type_cash,Regular,,
account.account_account_54,54,Régies d'avances et accréditifs,account.account_account_Classe_5,True,False,account.data_account_type_view,View,,
account.account_account_58,58,Virements internes,account.account_account_Classe_5,True,True,account.data_account_type_view,View,,
account.account_account_580000,580000,Virements Internes,account.account_account_58,True,True,account.data_account_type_cash,Regular,,
account.account_account_59,59,Provisions pour dépréciation des comptes financiers,account.account_account_Classe_5,True,False,account.data_account_type_view,View,,
account.account_account_590,590,Provisions pour dépréciation des valeurs mobilières de placement,account.account_account_59,True,False,account.data_account_type_view,View,,
account.account_account_590300,590300,Actions,account.account_account_590,True,False,account.data_account_type_cash,Regular,,
account.account_account_590400,590400,Autres titres conférant un droit de propriété ,account.account_account_590,True,False,account.data_account_type_cash,Regular,,
account.account_account_590600,590600,Obligations,account.account_account_590,True,False,account.data_account_type_cash,Regular,,
account.account_account_590800,590800,Autres valeurs mobilières de placement et créances assimilées (provisions),account.account_account_590,True,False,account.data_account_type_cash,Regular,,
account.account_account_Classe_6_7,Classes 6 et 7,Comptes de gestion,account.account_account_0,True,False,account.data_account_type_view,View,,
account.account_account_Classe_6,Classe 6,Comptes de charges,account.account_account_Classe_6_7,True,False,account.data_account_type_view,View,,
account.account_account_60,60,Achats(sauf 603),account.account_account_Classe_6,True,False,account.data_account_type_view,View,,
account.account_account_601,601,Achats stockés - Matières premières (et fournitures),account.account_account_60,True,False,account.data_account_type_view,View,,Destinés à la production ou revente
account.account_account_601100,601100,Matières (ou groupe) A,account.account_account_601,True,False,account.data_account_type_expense,Regular,,
account.account_account_601200,601200,Matières (ou groupe) B,account.account_account_601,True,False,account.data_account_type_expense,Regular,,
account.account_account_601700,601700,"Fournitures A, B, C, ..",account.account_account_601,True,False,account.data_account_type_expense,Regular,,
account.account_account_602,602,Achats stockés - Autres approvisionnements,account.account_account_60,True,False,account.data_account_type_view,View,,Destinés à la production ou revente
account.account_account_6021,6021,Matières consommables,account.account_account_602,True,False,account.data_account_type_view,View,,
account.account_account_602110,602110,Matières (ou groupe) C,account.account_account_6021,True,False,account.data_account_type_expense,Regular,,
account.account_account_602120,602120,Matières (ou groupe) D,account.account_account_6021,True,False,account.data_account_type_expense,Regular,,
account.account_account_6022,6022,Fournitures consommables,account.account_account_602,True,False,account.data_account_type_view,View,,
account.account_account_602210,602210,Combustibles,account.account_account_6022,True,False,account.data_account_type_expense,Regular,,
account.account_account_602220,602220,Produits d'entretien,account.account_account_6022,True,False,account.data_account_type_expense,Regular,,
account.account_account_602230,602230,Fournitures d'atelier et d'usine,account.account_account_6022,True,False,account.data_account_type_expense,Regular,,
account.account_account_602240,602240,Fournitures de magasin,account.account_account_6022,True,False,account.data_account_type_expense,Regular,,
account.account_account_602250,602250,Fournitures de bureau,account.account_account_6022,True,False,account.data_account_type_expense,Regular,,
account.account_account_6026,6026,Emballages,account.account_account_602,True,False,account.data_account_type_view,View,,
account.account_account_602610,602610,Emballages perdus,account.account_account_6026,True,False,account.data_account_type_expense,Regular,,
account.account_account_602650,602650,Emballages récupérables non identifiables,account.account_account_6026,True,False,account.data_account_type_expense,Regular,,
account.account_account_602670,602670,Emballages à usage mixte,account.account_account_6026,True,False,account.data_account_type_expense,Regular,,
account.account_account_603,603,Variation des stocks (approvisionnements et marchandises),account.account_account_60,True,False,account.data_account_type_view,View,,Utilisé lors des inventaires
account.account_account_603100,603100,Variation des stocks de matières premières (et fournitures),account.account_account_603,True,False,account.data_account_type_expense,Regular,,
account.account_account_603200,603200,Variation des stocks des autres approvisionnements,account.account_account_603,True,False,account.data_account_type_expense,Regular,,
account.account_account_603700,603700,Variation des stocks de marchandises,account.account_account_603,True,False,account.data_account_type_expense,Regular,,
account.account_account_604000,604000,Achats licences,account.account_account_60,True,False,account.data_account_type_expense,Regular,,
account.account_account_605000,605000,Achats de matériel équipements et travaux,account.account_account_60,True,False,account.data_account_type_expense,Regular,,
account.account_account_606,606,Achats non stockés de matières et fournitures,account.account_account_60,True,False,account.data_account_type_view,View,,Pour l'usage interne à l'entreprise
account.account_account_606100,606100,"Fournitures non stockables (eau, énergie...) ",account.account_account_606,True,False,account.data_account_type_expense,Regular,,
account.account_account_606300,606300,Fournitures d'entretien et de petit équipement,account.account_account_606,True,False,account.data_account_type_expense,Regular,,
account.account_account_606400,606400,Fournitures administratives,account.account_account_606,True,False,account.data_account_type_expense,Regular,,
account.account_account_606800,606800,Autres matières et fournitures,account.account_account_606,True,False,account.data_account_type_expense,Regular,,
account.account_account_607,607,Achats de marchandises,account.account_account_60,True,False,account.data_account_type_view,View,,Biens revendus tels quels (707)
account.account_account_607100,607100,Ach Marchandises,account.account_account_607,True,False,account.data_account_type_expense,Regular,,Pour achats France
account.account_account_607200,607200,Ach Marchandises CE,account.account_account_607,True,False,account.data_account_type_expense,Regular,,Pour déclaration TVA intracommunautaire
account.account_account_607300,607300,Ach Marchandises hors CE,account.account_account_607,True,False,account.data_account_type_expense,Regular,,
account.account_account_608000,608000,Frais accessoires incorporés aux achats,account.account_account_60,True,False,account.data_account_type_expense,Regular,,
account.account_account_608170,608170,Frais accessoires incorporés aux achats,account.account_account_60,True,False,account.data_account_type_expense,Regular,,
account.account_account_608180,608180,Frais de Transports,account.account_account_60,True,False,account.data_account_type_expense,Regular,,
account.account_account_609,609,"Rabais, remises et ristournes obtenus sur achats",account.account_account_60,True,False,account.data_account_type_view,View,,
account.account_account_609100,609100,- de matières premières (et fournitures),account.account_account_609,True,False,account.data_account_type_expense,Regular,,
account.account_account_609200,609200,- d'autres approvisionnements stockés,account.account_account_609,True,False,account.data_account_type_expense,Regular,,
account.account_account_609400,609400,- d'études et prestations de services,account.account_account_609,True,False,account.data_account_type_expense,Regular,,
account.account_account_609500,609500,"- de matériel, équipements et travaux",account.account_account_609,True,False,account.data_account_type_expense,Regular,,
account.account_account_609600,609600,- d'approvisionnements non stockés,account.account_account_609,True,False,account.data_account_type_expense,Regular,,
account.account_account_609700,609700,- de marchandises,account.account_account_609,True,False,account.data_account_type_expense,Regular,,
account.account_account_609800,609800,"Rabais, remises et ristournes non affectés",account.account_account_609,True,False,account.data_account_type_expense,Regular,,
account.account_account_61,61,Services extérieurs,account.account_account_Classe_6,True,False,account.data_account_type_view,View,,
account.account_account_611000,611000,Sous-traitance générale,account.account_account_61,True,False,account.data_account_type_expense,Regular,,
account.account_account_612,612,Redevances de crédit-bail,account.account_account_61,True,False,account.data_account_type_view,View,,
account.account_account_612200,612200,Crédit-bail mobilier,account.account_account_612,True,False,account.data_account_type_expense,Regular,,
account.account_account_612500,612500,Crédit-bail immobilier,account.account_account_612,True,False,account.data_account_type_expense,Regular,,
account.account_account_613,613,Locations,account.account_account_61,True,False,account.data_account_type_view,View,,
account.account_account_613200,613200,Locations immobilières,account.account_account_613,True,False,account.data_account_type_expense,Regular,,
account.account_account_613210,613210,CGI TOYOTA CV-851-WB,account.account_account_613,True,False,account.data_account_type_expense,Regular,,
account.account_account_613500,613500,Locations mobilières,account.account_account_613,True,False,account.data_account_type_expense,Regular,,
account.account_account_613600,613600,Malis sur emballages,account.account_account_613,True,False,account.data_account_type_expense,Regular,,
account.account_account_614000,614000,Charges locatives et de copropriété,account.account_account_61,True,False,account.data_account_type_expense,Regular,,
account.account_account_615,615,Entretien et réparations,account.account_account_61,True,False,account.data_account_type_view,View,,
account.account_account_615200,615200,- sur biens immobiliers,account.account_account_615,True,False,account.data_account_type_expense,Regular,,
account.account_account_615500,615500,Entretien Mobiliers de Bureaux,account.account_account_615,True,False,account.data_account_type_expense,Regular,,
account.account_account_615520,615520,Entretien Véhicules,account.account_account_615,True,False,account.data_account_type_expense,Regular,,
account.account_account_615600,615600,Entretien Divers & Maintenance,account.account_account_615,True,False,account.data_account_type_expense,Regular,,
account.account_account_616,616,Primes d'assurance,account.account_account_61,True,False,account.data_account_type_view,View,,
account.account_account_616100,616100,Multirisques,account.account_account_616,True,False,account.data_account_type_expense,Regular,,
account.account_account_616200,616200,Assurance obligatoire dommage construction ,account.account_account_616,True,False,account.data_account_type_expense,Regular,,
account.account_account_6163,6163,Assurance transport,account.account_account_616,True,False,account.data_account_type_view,View,,
account.account_account_616360,616360,Assurance transport sur achats,account.account_account_6163,True,False,account.data_account_type_expense,Regular,,
account.account_account_616370,616370,Assurance transportsur ventes,account.account_account_6163,True,False,account.data_account_type_expense,Regular,,
account.account_account_616380,616380,Assurance transport sur autres biens,account.account_account_6163,True,False,account.data_account_type_expense,Regular,,
account.account_account_616400,616400,Risques d'exploitation,account.account_account_616,True,False,account.data_account_type_expense,Regular,,
account.account_account_616500,616500,Insolvabilité clients,account.account_account_616,True,False,account.data_account_type_expense,Regular,,
account.account_account_617000,617000,Études et recherches,account.account_account_61,True,False,account.data_account_type_expense,Regular,,
account.account_account_618,618,Divers,account.account_account_61,True,False,account.data_account_type_view,View,,
account.account_account_618100,618100,Documentation générale,account.account_account_618,True,False,account.data_account_type_expense,Regular,,
account.account_account_618300,618300,Documentation technique,account.account_account_618,True,False,account.data_account_type_expense,Regular,,
account.account_account_618500,618500,"Frais de colloques, séminaires, conférences",account.account_account_618,True,False,account.data_account_type_expense,Regular,,
account.account_account_619000,619000,"Rabais, remises et ristournes obtenus sur services extérieurs",account.account_account_61,True,False,account.data_account_type_expense,Regular,,
account.account_account_62,62,Autres services extérieurs,account.account_account_Classe_6,True,False,account.data_account_type_view,View,,
account.account_account_621,621,Personnel extérieur à l'entreprise,account.account_account_62,True,False,account.data_account_type_view,View,,
account.account_account_621000,621000,Prestations Commerciales,account.account_account_621,True,False,account.data_account_type_expense,Regular,,
account.account_account_621100,621100,Personnel intérimaire,account.account_account_621,True,False,account.data_account_type_expense,Regular,,
account.account_account_621400,621400,Personnel détaché ou prêté à l'entreprise,account.account_account_621,True,False,account.data_account_type_expense,Regular,,
account.account_account_622,622,Rémunérations d'intermédiaires et honoraires ,account.account_account_62,True,False,account.data_account_type_view,View,,
account.account_account_622100,622100,Commissions et courtages sur achats ,account.account_account_622,True,False,account.data_account_type_expense,Regular,,
account.account_account_622200,622200,Commissions et courtages sur ventes,account.account_account_622,True,False,account.data_account_type_expense,Regular,,
account.account_account_622400,622400,Rémunérations des transitaires,account.account_account_622,True,False,account.data_account_type_expense,Regular,,
account.account_account_622500,622500,Rémunérations d'affacturage,account.account_account_622,True,False,account.data_account_type_expense,Regular,,
account.account_account_622600,622600,Honoraires,account.account_account_622,True,False,account.data_account_type_expense,Regular,,
account.account_account_622620,622620,Honoraires Juridiques,account.account_account_622,True,False,account.data_account_type_expense,Regular,,
account.account_account_622630,622630,Honoraires Divers,account.account_account_622,True,False,account.data_account_type_expense,Regular,,
account.account_account_622640,622640,Honoraires Comptables,account.account_account_622,True,False,account.data_account_type_expense,Regular,,
account.account_account_622700,622700,Frais d'actes et de contentieux,account.account_account_622,True,False,account.data_account_type_expense,Regular,,
account.account_account_622800,622800,Divers,account.account_account_622,True,False,account.data_account_type_expense,Regular,,
account.account_account_623,623,"Publicité, publications, relations publiques",account.account_account_62,True,False,account.data_account_type_view,View,,"Dont annonces légales, greffe, cartes visites"
account.account_account_623100,623100,Annonces et insertions,account.account_account_623,True,False,account.data_account_type_expense,Regular,,
account.account_account_623200,623200,Échantillons,account.account_account_623,True,False,account.data_account_type_expense,Regular,,
account.account_account_623300,623300,Foires et expositions,account.account_account_623,True,False,account.data_account_type_expense,Regular,,
account.account_account_623400,623400,Cadeaux à la clientèle,account.account_account_623,True,False,account.data_account_type_expense,Regular,,Attention déclaration DAS fin d'année
account.account_account_623500,623500,Primes,account.account_account_623,True,False,account.data_account_type_expense,Regular,,
account.account_account_623600,623600,Catalogues et imprimés,account.account_account_623,True,False,account.data_account_type_expense,Regular,,
account.account_account_623700,623700,Publications,account.account_account_623,True,False,account.data_account_type_expense,Regular,,
account.account_account_623800,623800,"Divers (pourboires, dons courants...)",account.account_account_623,True,False,account.data_account_type_expense,Regular,,
account.account_account_624,624,Transports de biens et transports collectifs du personnel,account.account_account_62,True,False,account.data_account_type_view,View,,
account.account_account_624100,624100,Transports sur achats,account.account_account_624,True,False,account.data_account_type_expense,Regular,,
account.account_account_624200,624200,Transports sur ventes,account.account_account_624,True,False,account.data_account_type_expense,Regular,,
account.account_account_624300,624300,Transports entre établissements ou chantiers,account.account_account_624,True,False,account.data_account_type_expense,Regular,,
account.account_account_624400,624400,Transports administratifs,account.account_account_624,True,False,account.data_account_type_expense,Regular,,
account.account_account_624700,624700,Transports collectifs du personnel,account.account_account_624,True,False,account.data_account_type_expense,Regular,,
account.account_account_624800,624800,Divers,account.account_account_624,True,False,account.data_account_type_expense,Regular,,
account.account_account_625,625,Déplacements missions et réceptions,account.account_account_62,True,False,account.data_account_type_view,View,,
account.account_account_625100,625100,Frais de Voyages et de Déplacements,account.account_account_625,True,False,account.data_account_type_expense,Regular,,
account.account_account_625500,625500,Frais de déménagement,account.account_account_625,True,False,account.data_account_type_expense,Regular,,
account.account_account_625600,625600,Missions,account.account_account_625,True,False,account.data_account_type_expense,Regular,,
account.account_account_625700,625700,Réceptions,account.account_account_625,True,False,account.data_account_type_expense,Regular,,
account.account_account_626000,626000,Frais postaux et frais de télécommunications,account.account_account_62,True,False,account.data_account_type_expense,Regular,,
account.account_account_627,627,Services bancaires et assimilés,account.account_account_62,True,False,account.data_account_type_view,View,,"Frais de tenue de compte, etc"
account.account_account_627100,627100,"Frais sur titres (achat, vente, garde)",account.account_account_627,True,False,account.data_account_type_expense,Regular,,
account.account_account_627200,627200,Commissions et frais sur émission d'emprunts,account.account_account_627,True,False,account.data_account_type_expense,Regular,,
account.account_account_627500,627500,Frais sur effets,account.account_account_627,True,False,account.data_account_type_expense,Regular,,
account.account_account_627501,627501,FRAIS EULER HERMES,account.account_account_627,True,False,account.data_account_type_expense,Regular,,
account.account_account_627600,627600,Location de coffres,account.account_account_627,True,False,account.data_account_type_expense,Regular,,
account.account_account_627800,627800,Autres frais et commissions sur prestations de services,account.account_account_627,True,False,account.data_account_type_expense,Regular,,
account.account_account_628,628,Divers,account.account_account_62,True,False,account.data_account_type_view,View,,
account.account_account_628100,628100,Concours divers (cotisations...),account.account_account_628,True,False,account.data_account_type_expense,Regular,,
account.account_account_628400,628400,Frais de recrutement de personnel,account.account_account_628,True,False,account.data_account_type_expense,Regular,,
account.account_account_629000,629000,"Rabais, remises et ristournes obtenus sur autres services extérieurs",account.account_account_62,True,False,account.data_account_type_expense,Regular,,
account.account_account_63,63,"Impôts, taxes et versements assimilés",account.account_account_Classe_6,True,False,account.data_account_type_view,View,,
account.account_account_631,631,"Impôts, taxes et versements assimilés sur rémunérations (administration des impôts) ",account.account_account_63,True,False,account.data_account_type_view,View,,
account.account_account_631100,631100,Taxe sur les salaires,account.account_account_631,True,False,account.data_account_type_expense,Regular,,
account.account_account_631200,631200,Taxe d'apprentissage,account.account_account_631,True,False,account.data_account_type_expense,Regular,,
account.account_account_631300,631300,Participation des employeurs à la formation professionnelle continue,account.account_account_631,True,False,account.data_account_type_expense,Regular,,
account.account_account_631400,631400,Cotisation pour défaut d'investissement obligatoire dans la construction,account.account_account_631,True,False,account.data_account_type_expense,Regular,,
account.account_account_631800,631800,Autres,account.account_account_631,True,False,account.data_account_type_expense,Regular,,
account.account_account_633,633,"Impôts, taxes et versements assimilés sur rémunérations (autres organismes)",account.account_account_63,True,False,account.data_account_type_view,View,,
account.account_account_633100,633100,Versement de transport,account.account_account_633,True,False,account.data_account_type_expense,Regular,,
account.account_account_633200,633200,Allocation logement,account.account_account_633,True,False,account.data_account_type_expense,Regular,,
account.account_account_633300,633300,Participation des employeurs à la formation professionnelle continue,account.account_account_633,True,False,account.data_account_type_expense,Regular,,
account.account_account_633400,633400,Participation des employeurs à l'effort de construction,account.account_account_633,True,False,account.data_account_type_expense,Regular,,
account.account_account_633500,633500,Versements libératoires ouvrant droit à l'exonération de la taxe d'apprentissage,account.account_account_633,True,False,account.data_account_type_expense,Regular,,
account.account_account_633800,633800,Autres,account.account_account_633,True,False,account.data_account_type_expense,Regular,,
account.account_account_635,635,"Autres impôts, taxes et versements assimilés (administration des impôts)",account.account_account_63,True,False,account.data_account_type_view,View,,
account.account_account_6351,6351,Impôts directs (sauf impôts sur les bénéfices),account.account_account_635,True,False,account.data_account_type_view,View,,
account.account_account_635110,635110,Cotisation Foncières des Entreprises,account.account_account_6351,True,False,account.data_account_type_expense,Regular,,
account.account_account_635120,635120,Taxes foncières,account.account_account_6351,True,False,account.data_account_type_expense,Regular,,
account.account_account_635130,635130,Autres impôts locaux,account.account_account_6351,True,False,account.data_account_type_expense,Regular,,
account.account_account_635140,635140,Taxe sur les véhicules des sociétés,account.account_account_6351,True,False,account.data_account_type_expense,Regular,,
account.account_account_635200,635200,Taxes sur le chiffre d'affaires non récupérables ,account.account_account_635,True,False,account.data_account_type_expense,Regular,,
account.account_account_635300,635300,Impôts indirects,account.account_account_635,True,False,account.data_account_type_expense,Regular,,
account.account_account_6354,6354,Droits d'enregistrement et de timbre,account.account_account_635,True,False,account.data_account_type_view,View,,
account.account_account_635410,635410,Droits de mutation,account.account_account_6354,True,False,account.data_account_type_expense,Regular,,
account.account_account_635800,635800,Autres droits,account.account_account_635,True,False,account.data_account_type_expense,Regular,,
account.account_account_637,637,"Autres impôts, taxes et versements assimilés (autres organismes)",account.account_account_63,True,False,account.data_account_type_view,View,,
account.account_account_637100,637100,Contribution sociale de solidarité à la charge des sociétés,account.account_account_637,True,False,account.data_account_type_expense,Regular,,
account.account_account_637200,637200,Taxes perçues par les organismes publics internationaux,account.account_account_637,True,False,account.data_account_type_expense,Regular,,
account.account_account_637400,637400,Impôts et taxes exigibles à l'étranger,account.account_account_637,True,False,account.data_account_type_expense,Regular,,
account.account_account_637800,637800,Taxes diverses,account.account_account_637,True,False,account.data_account_type_expense,Regular,,
account.account_account_64,64,Charges de personnel,account.account_account_Classe_6,True,False,account.data_account_type_view,View,,
account.account_account_641,641,Rémunérations du personnel,account.account_account_64,True,False,account.data_account_type_view,View,,
account.account_account_641100,641100,Salaires et appointements,account.account_account_641,True,False,account.data_account_type_expense,Regular,,
account.account_account_641200,641200,Congés payés,account.account_account_641,True,False,account.data_account_type_expense,Regular,,
account.account_account_641300,641300,Primes et gratifications,account.account_account_641,True,False,account.data_account_type_expense,Regular,,
account.account_account_641400,641400,Indemnités et avantages divers,account.account_account_641,True,False,account.data_account_type_expense,Regular,,
account.account_account_641500,641500,Supplément familial,account.account_account_641,True,False,account.data_account_type_expense,Regular,,
account.account_account_644000,644000,Rémunération du travail de l'exploitant,account.account_account_64,True,False,account.data_account_type_expense,Regular,,
account.account_account_645,645,Charges de Sécurité sociale et de prévoyance,account.account_account_64,True,False,account.data_account_type_view,View,,
account.account_account_645100,645100,Cotisations à l'URSSAF,account.account_account_645,True,False,account.data_account_type_expense,Regular,,
account.account_account_645200,645200,Cotisations aux mutuelles,account.account_account_645,True,False,account.data_account_type_expense,Regular,,
account.account_account_645210,645210,Prévoyances,account.account_account_645,True,False,account.data_account_type_expense,Regular,,
account.account_account_645300,645300,Cotisations aux caisses de retraites Cadres,account.account_account_645,True,False,account.data_account_type_expense,Regular,,
account.account_account_645310,645310,Cotisations aux caisses de retraites Non Cadres,account.account_account_645,True,False,account.data_account_type_expense,Regular,,
account.account_account_645320,645320,AGFF Non Cadres,account.account_account_645,True,False,account.data_account_type_expense,Regular,,
account.account_account_645330,645330,AGFF Cadres,account.account_account_645,True,False,account.data_account_type_expense,Regular,,
account.account_account_645400,645400,Cotisations aux ASSEDIC,account.account_account_645,True,False,account.data_account_type_expense,Regular,,
account.account_account_645600,645600,Cotisation Médecine du Travail,account.account_account_645,True,False,account.data_account_type_expense,Regular,,
account.account_account_645800,645800,Cotisations aux autres organismes sociaux,account.account_account_645,True,False,account.data_account_type_expense,Regular,,
account.account_account_646000,646000,Cotisations sociales personnelles de l'exploitant,account.account_account_64,True,False,account.data_account_type_expense,Regular,,
account.account_account_647,647,Autres charges sociales,account.account_account_64,True,False,account.data_account_type_view,View,,
account.account_account_647100,647100,Prestations directes,account.account_account_647,True,False,account.data_account_type_expense,Regular,,
account.account_account_647200,647200,Versements aux comités d'entreprise et d'établissement,account.account_account_647,True,False,account.data_account_type_expense,Regular,,
account.account_account_647300,647300,Versements aux comités d'hygiène et de sécurité,account.account_account_647,True,False,account.data_account_type_expense,Regular,,
account.account_account_647400,647400,Versements aux autres oeuvres sociales,account.account_account_647,True,False,account.data_account_type_expense,Regular,,
account.account_account_647500,647500,Médecine du travail pharmacie,account.account_account_647,True,False,account.data_account_type_expense,Regular,,
account.account_account_648000,648000,Autres charges de personnel,account.account_account_64,True,False,account.data_account_type_expense,Regular,,
account.account_account_65,65,Autres charges de gestion courante,account.account_account_Classe_6,True,False,account.data_account_type_view,View,,
account.account_account_651,651,"Redevances pour concessions, brevets, licences, marques, procédés, logiciels, droits et valeurs similaires",account.account_account_65,True,False,account.data_account_type_view,View,,
account.account_account_651100,651100,"Redevances pour concessions brevets, licences, marques, procédés, logiciels ",account.account_account_651,True,False,account.data_account_type_expense,Regular,,
account.account_account_651600,651600,Droits d'auteur et de reproduction,account.account_account_651,True,False,account.data_account_type_expense,Regular,,
account.account_account_651800,651800,Autres droits et valeurs similaires,account.account_account_651,True,False,account.data_account_type_expense,Regular,,
account.account_account_653000,653000,Jetons de présence,account.account_account_65,True,False,account.data_account_type_expense,Regular,,
account.account_account_654,654,Pertes sur créances irrécouvrables,account.account_account_65,True,False,account.data_account_type_view,View,,Faire et conserver les relances et mises en demeures
account.account_account_654100,654100,Créances de l'exercice,account.account_account_654,True,False,account.data_account_type_expense,Regular,,
account.account_account_654400,654400,Créances des exercices antérieurs,account.account_account_654,True,False,account.data_account_type_expense,Regular,,
account.account_account_655,655,Quotes-parts de résultat sur opérations faites en commun,account.account_account_65,True,False,account.data_account_type_view,View,,
account.account_account_655100,655100,Quote-part de bénéfice transférée (comptabilité du gérant),account.account_account_655,True,False,account.data_account_type_expense,Regular,,
account.account_account_655500,655500,Quote-part de perte supportée (comptabilité des associés non gérants),account.account_account_655,True,False,account.data_account_type_expense,Regular,,
account.account_account_658000,658000,Charges diverses de gestion courante,account.account_account_65,True,False,account.data_account_type_expense,Regular,,
account.account_account_66,66,Charges financières,account.account_account_Classe_6,True,False,account.data_account_type_view,View,,Dont les intérêts d'emprunt
account.account_account_661,661,Charges d'intérêt,account.account_account_66,True,False,account.data_account_type_view,View,,
account.account_account_6611,6611,Intérêts des emprunts et dettes,account.account_account_661,True,False,account.data_account_type_view,View,,
account.account_account_661160,661160,Intérêts des emprunts et dettes assimilées,account.account_account_6611,True,False,account.data_account_type_expense,Regular,,
account.account_account_661170,661170,Intérêts des dettes rattachées à des participations,account.account_account_6611,True,False,account.data_account_type_expense,Regular,,
account.account_account_661500,661500,Intérêts des comptes courants et des dépôts créditeurs,account.account_account_661,True,False,account.data_account_type_expense,Regular,,
account.account_account_661600,661600,"Intérêts bancaires et sur opérations de financement (escompte, ...)",account.account_account_661,True,False,account.data_account_type_expense,Regular,,
account.account_account_661700,661700,Intérêts des obligations cautionnées,account.account_account_661,True,False,account.data_account_type_expense,Regular,,
account.account_account_6618,6618,Intérêts des autres dettes,account.account_account_661,True,False,account.data_account_type_view,View,,
account.account_account_661810,661810,Intérêts des dettes commerciales,account.account_account_6618,True,False,account.data_account_type_expense,Regular,,
account.account_account_661880,661880,Intérêts des dettes diverses,account.account_account_6618,True,False,account.data_account_type_expense,Regular,,
account.account_account_664000,664000,Pertes sur créances liées à des participations,account.account_account_66,True,False,account.data_account_type_expense,Regular,,
account.account_account_665000,665000,Escomptes accordés,account.account_account_66,True,False,account.data_account_type_expense,Regular,,
account.account_account_666000,666000,Pertes de change,account.account_account_66,True,False,account.data_account_type_expense,Regular,,
account.account_account_667000,667000,Charges nettes sur cessions de valeurs mobilières de placement,account.account_account_66,True,False,account.data_account_type_expense,Regular,,(contrepartie 767)
account.account_account_668000,668000,Autres charges financières,account.account_account_66,True,False,account.data_account_type_expense,Regular,,
account.account_account_67,67,Charges exceptionnelles,account.account_account_Classe_6,True,False,account.data_account_type_view,View,,
account.account_account_671,671,Charges exceptionnelles sur opérations de gestion,account.account_account_67,True,False,account.data_account_type_view,View,,
account.account_account_671100,671100,Pénalités sur marchés (et dédits payés sur achats et ventes),account.account_account_671,True,False,account.data_account_type_expense,Regular,,
account.account_account_671200,671200,"Pénalités, amendes fiscales et pénales ",account.account_account_671,True,False,account.data_account_type_expense,Regular,,PV code de la route non déductibles
account.account_account_671300,671300,"Dons, libéralités",account.account_account_671,True,False,account.data_account_type_expense,Regular,,
account.account_account_671400,671400,Créances devenues irrécouvrables dans l'exercice,account.account_account_671,True,False,account.data_account_type_expense,Regular,,
account.account_account_671500,671500,Subventions accordées,account.account_account_671,True,False,account.data_account_type_expense,Regular,,
account.account_account_671700,671700,Rappels d'impôts (autres qu'impôts sur les bénéfices),account.account_account_671,True,False,account.data_account_type_expense,Regular,,
account.account_account_671800,671800,Autres charges exceptionnelles sur opération de gestion,account.account_account_671,True,False,account.data_account_type_expense,Regular,,
account.account_account_672000,672000,Charges sur exercices antérieurs (en cours d'exercice seulement),account.account_account_67,True,False,account.data_account_type_expense,Regular,,
account.account_account_675,675,Valeurs comptables des éléments d'actif cédés,account.account_account_67,True,False,account.data_account_type_view,View,,Vente d'immobilisation = (Valeur d'origine - amortissements) (contrepartie 775)
account.account_account_675100,675100,Immobilisations incorporelles,account.account_account_675,True,False,account.data_account_type_expense,Regular,,
account.account_account_675200,675200,Immobilisations corporelles,account.account_account_675,True,False,account.data_account_type_expense,Regular,,
